,Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Requested_Date,Requested_Hour,Requested_Month,Requested_Day_Of_Week,Drop_Date,Drop_Hour,Drop_Month,Drop_Day_Of_Week,Demand_Not_Filled,Demand_Filled,Cancelled
2784,3157,Airport,295.0,Trip Completed,2016-07-13 09:02:47,2016-07-13 09:47:47,13,9,7,Wednesday,13.0,9.0,7.0,Wednesday,0,1,0
2785,5255,Airport,295.0,Trip Completed,2016-07-14 21:19:45,2016-07-14 22:09:36,14,21,7,Thursday,14.0,22.0,7.0,Thursday,0,1,0
2786,6475,City,295.0,Trip Completed,2016-07-15 20:20:10,2016-07-15 21:02:25,15,20,7,Friday,15.0,21.0,7.0,Friday,0,1,0
2787,477,City,296.0,Trip Completed,2016-07-11 09:28:00,2016-07-11 10:41:00,11,9,7,Monday,11.0,10.0,7.0,Monday,0,1,0
2788,643,City,296.0,Trip Completed,2016-07-11 12:35:00,2016-07-11 13:20:00,11,12,7,Monday,11.0,13.0,7.0,Monday,0,1,0
2789,1152,Airport,296.0,Trip Completed,2016-07-11 20:39:00,2016-07-11 21:28:00,11,20,7,Monday,11.0,21.0,7.0,Monday,0,1,0
2790,1333,City,296.0,Trip Completed,2016-07-11 23:17:00,2016-07-12 00:15:00,11,23,7,Monday,12.0,0.0,7.0,Tuesday,0,1,0
2791,1659,City,296.0,Trip Completed,2016-07-12 07:24:00,2016-07-12 08:14:00,12,7,7,Tuesday,12.0,8.0,7.0,Tuesday,0,1,0
2792,2657,Airport,296.0,Trip Completed,2016-07-12 23:11:00,2016-07-13 00:28:33,12,23,7,Tuesday,13.0,0.0,7.0,Wednesday,0,1,0
2793,2898,Airport,296.0,Trip Completed,2016-07-13 06:01:11,2016-07-13 07:04:39,13,6,7,Wednesday,13.0,7.0,7.0,Wednesday,0,1,0
2794,3852,Airport,296.0,Trip Completed,2016-07-13 21:38:20,2016-07-13 22:24:52,13,21,7,Wednesday,13.0,22.0,7.0,Wednesday,0,1,0
2795,5342,City,296.0,Trip Completed,2016-07-14 22:38:38,2016-07-14 23:21:22,14,22,7,Thursday,14.0,23.0,7.0,Thursday,0,1,0
2796,5634,Airport,296.0,Trip Completed,2016-07-15 06:44:16,2016-07-15 07:10:49,15,6,7,Friday,15.0,7.0,7.0,Friday,0,1,0
2797,30,Airport,297.0,Trip Completed,2016-07-11 02:04:00,2016-07-11 02:37:00,11,2,7,Monday,11.0,2.0,7.0,Monday,0,1,0
2798,195,City,297.0,Trip Completed,2016-07-11 06:05:00,2016-07-11 06:52:00,11,6,7,Monday,11.0,6.0,7.0,Monday,0,1,0
2799,993,City,297.0,Trip Completed,2016-07-11 19:00:00,2016-07-11 19:41:00,11,19,7,Monday,11.0,19.0,7.0,Monday,0,1,0
2800,1774,Airport,297.0,Trip Completed,2016-07-12 08:53:00,2016-07-12 10:00:00,12,8,7,Tuesday,12.0,10.0,7.0,Tuesday,0,1,0
2801,2648,City,297.0,Trip Completed,2016-07-12 22:50:00,2016-07-12 23:44:00,12,22,7,Tuesday,12.0,23.0,7.0,Tuesday,0,1,0
2802,2979,Airport,297.0,Trip Completed,2016-07-13 06:58:03,2016-07-13 07:58:34,13,6,7,Wednesday,13.0,7.0,7.0,Wednesday,0,1,0
2803,3676,City,297.0,Trip Completed,2016-07-13 19:28:20,2016-07-13 20:30:48,13,19,7,Wednesday,13.0,20.0,7.0,Wednesday,0,1,0
2804,4041,Airport,297.0,Trip Completed,2016-07-14 00:38:29,2016-07-14 01:12:21,14,0,7,Thursday,14.0,1.0,7.0,Thursday,0,1,0
2805,4147,Airport,297.0,Trip Completed,2016-07-14 04:54:07,2016-07-14 06:00:11,14,4,7,Thursday,14.0,6.0,7.0,Thursday,0,1,0
2806,4859,Airport,297.0,Trip Completed,2016-07-14 17:34:16,2016-07-14 18:30:48,14,17,7,Thursday,14.0,18.0,7.0,Thursday,0,1,0
2807,6067,Airport,297.0,Trip Completed,2016-07-15 13:55:13,2016-07-15 14:56:02,15,13,7,Friday,15.0,14.0,7.0,Friday,0,1,0
2808,1690,Airport,298.0,Trip Completed,2016-07-12 07:52:00,2016-07-12 08:56:00,12,7,7,Tuesday,12.0,8.0,7.0,Tuesday,0,1,0
2809,2404,Airport,298.0,Trip Completed,2016-07-12 20:00:00,2016-07-12 20:56:00,12,20,7,Tuesday,12.0,20.0,7.0,Tuesday,0,1,0
2810,3313,City,298.0,Trip Completed,2016-07-13 12:01:34,2016-07-13 12:55:12,13,12,7,Wednesday,13.0,12.0,7.0,Wednesday,0,1,0
2811,3559,City,298.0,Trip Completed,2016-07-13 18:16:19,2016-07-13 19:25:22,13,18,7,Wednesday,13.0,19.0,7.0,Wednesday,0,1,0
2812,4018,Airport,298.0,Trip Completed,2016-07-13 23:57:31,2016-07-14 01:02:24,13,23,7,Wednesday,14.0,1.0,7.0,Thursday,0,1,0
2813,4121,Airport,298.0,Trip Completed,2016-07-14 04:29:45,2016-07-14 05:07:30,14,4,7,Thursday,14.0,5.0,7.0,Thursday,0,1,0
2814,4224,City,298.0,Trip Completed,2016-07-14 05:49:16,2016-07-14 06:54:57,14,5,7,Thursday,14.0,6.0,7.0,Thursday,0,1,0
2815,4810,City,298.0,Trip Completed,2016-07-14 17:16:21,2016-07-14 18:01:28,14,17,7,Thursday,14.0,18.0,7.0,Thursday,0,1,0
2816,5295,City,298.0,Trip Completed,2016-07-14 21:48:59,2016-07-14 22:41:48,14,21,7,Thursday,14.0,22.0,7.0,Thursday,0,1,0
2817,5381,Airport,298.0,Trip Completed,2016-07-14 23:56:41,2016-07-15 00:39:24,14,23,7,Thursday,15.0,0.0,7.0,Friday,0,1,0
2818,6271,City,298.0,Trip Completed,2016-07-15 18:14:56,2016-07-15 18:59:11,15,18,7,Friday,15.0,18.0,7.0,Friday,0,1,0
2819,1244,City,299.0,Trip Completed,2016-07-11 21:38:00,2016-07-11 22:15:00,11,21,7,Monday,11.0,22.0,7.0,Monday,0,1,0
2820,2249,City,299.0,Trip Completed,2016-07-12 18:24:00,2016-07-12 19:09:00,12,18,7,Tuesday,12.0,19.0,7.0,Tuesday,0,1,0
2821,3045,Airport,299.0,Trip Completed,2016-07-13 07:39:52,2016-07-13 08:30:57,13,7,7,Wednesday,13.0,8.0,7.0,Wednesday,0,1,0
2822,3817,Airport,299.0,Trip Completed,2016-07-13 21:12:43,2016-07-13 22:05:34,13,21,7,Wednesday,13.0,22.0,7.0,Wednesday,0,1,0
2823,4481,City,299.0,Trip Completed,2016-07-14 08:46:30,2016-07-14 09:54:56,14,8,7,Thursday,14.0,9.0,7.0,Thursday,0,1,0
2824,5160,City,299.0,Trip Completed,2016-07-14 20:28:32,2016-07-14 21:12:48,14,20,7,Thursday,14.0,21.0,7.0,Thursday,0,1,0
2825,6304,City,299.0,Trip Completed,2016-07-15 18:31:31,2016-07-15 19:19:30,15,18,7,Friday,15.0,19.0,7.0,Friday,0,1,0
2826,1315,Airport,300.0,Trip Completed,2016-07-11 22:54:00,2016-07-11 23:35:00,11,22,7,Monday,11.0,23.0,7.0,Monday,0,1,0
2827,2924,City,300.0,Trip Completed,2016-07-13 06:31:22,2016-07-13 07:20:52,13,6,7,Wednesday,13.0,7.0,7.0,Wednesday,0,1,0
2828,3324,Airport,300.0,Trip Completed,2016-07-13 12:33:21,2016-07-13 13:16:03,13,12,7,Wednesday,13.0,13.0,7.0,Wednesday,0,1,0
2829,3935,Airport,300.0,Trip Completed,2016-07-13 22:26:08,2016-07-13 23:43:13,13,22,7,Wednesday,13.0,23.0,7.0,Wednesday,0,1,0
2830,5844,Airport,300.0,Trip Completed,2016-07-15 09:07:09,2016-07-15 09:56:07,15,9,7,Friday,15.0,9.0,7.0,Friday,0,1,0
2831,2905,City,1.0,Cancelled,2016-07-13 06:08:41,,13,6,7,Wednesday,,,,,1,0,1
2832,4805,City,1.0,Cancelled,2016-07-14 17:07:58,,14,17,7,Thursday,,,,,1,0,1
2833,5202,Airport,1.0,Cancelled,2016-07-14 20:51:37,,14,20,7,Thursday,,,,,1,0,1
2834,5927,City,1.0,Cancelled,2016-07-15 10:12:40,,15,10,7,Friday,,,,,1,0,1
2835,2347,Airport,2.0,Cancelled,2016-07-12 19:14:00,,12,19,7,Tuesday,,,,,1,0,1
2836,3806,Airport,2.0,Cancelled,2016-07-13 20:57:49,,13,20,7,Wednesday,,,,,1,0,1
2837,4451,City,2.0,Cancelled,2016-07-14 08:38:38,,14,8,7,Thursday,,,,,1,0,1
2838,5023,Airport,2.0,Cancelled,2016-07-14 19:04:08,,14,19,7,Thursday,,,,,1,0,1
2839,80,City,3.0,Cancelled,2016-07-11 04:47:00,,11,4,7,Monday,,,,,1,0,1
2840,534,City,3.0,Cancelled,2016-07-11 10:01:00,,11,10,7,Monday,,,,,1,0,1
2841,1867,Airport,3.0,Cancelled,2016-07-12 09:59:00,,12,9,7,Tuesday,,,,,1,0,1
2842,4383,City,3.0,Cancelled,2016-07-14 07:48:31,,14,7,7,Thursday,,,,,1,0,1
2843,748,City,4.0,Cancelled,2016-07-11 15:49:00,,11,15,7,Monday,,,,,1,0,1
2844,1254,Airport,4.0,Cancelled,2016-07-11 21:53:00,,11,21,7,Monday,,,,,1,0,1
2845,3807,Airport,4.0,Cancelled,2016-07-13 20:58:00,,13,20,7,Wednesday,,,,,1,0,1
2846,4280,City,4.0,Cancelled,2016-07-14 06:33:09,,14,6,7,Thursday,,,,,1,0,1
2847,4533,City,4.0,Cancelled,2016-07-14 09:31:08,,14,9,7,Thursday,,,,,1,0,1
2848,3230,City,5.0,Cancelled,2016-07-13 10:01:57,,13,10,7,Wednesday,,,,,1,0,1
2849,4296,City,5.0,Cancelled,2016-07-14 06:39:26,,14,6,7,Thursday,,,,,1,0,1
2850,3059,City,6.0,Cancelled,2016-07-13 07:56:25,,13,7,7,Wednesday,,,,,1,0,1
2851,5547,City,6.0,Cancelled,2016-07-15 05:30:31,,15,5,7,Friday,,,,,1,0,1
2852,5699,City,6.0,Cancelled,2016-07-15 07:25:53,,15,7,7,Friday,,,,,1,0,1
2853,5701,City,6.0,Cancelled,2016-07-15 07:34:00,,15,7,7,Friday,,,,,1,0,1
2854,247,City,7.0,Cancelled,2016-07-11 06:33:00,,11,6,7,Monday,,,,,1,0,1
2855,2582,Airport,7.0,Cancelled,2016-07-12 21:42:00,,12,21,7,Tuesday,,,,,1,0,1
2856,3184,City,7.0,Cancelled,2016-07-13 09:21:36,,13,9,7,Wednesday,,,,,1,0,1
2857,1687,City,8.0,Cancelled,2016-07-12 07:51:00,,12,7,7,Tuesday,,,,,1,0,1
2858,4174,City,8.0,Cancelled,2016-07-14 05:19:59,,14,5,7,Thursday,,,,,1,0,1
2859,4335,City,8.0,Cancelled,2016-07-14 07:13:52,,14,7,7,Thursday,,,,,1,0,1
2860,150,City,9.0,Cancelled,2016-07-11 05:24:00,,11,5,7,Monday,,,,,1,0,1
2861,233,City,9.0,Cancelled,2016-07-11 06:27:00,,11,6,7,Monday,,,,,1,0,1
2862,1880,City,9.0,Cancelled,2016-07-12 10:01:00,,12,10,7,Tuesday,,,,,1,0,1
2863,2986,City,9.0,Cancelled,2016-07-13 07:04:48,,13,7,7,Wednesday,,,,,1,0,1
2864,3549,City,9.0,Cancelled,2016-07-13 18:03:30,,13,18,7,Wednesday,,,,,1,0,1
2865,4463,City,9.0,Cancelled,2016-07-14 08:43:07,,14,8,7,Thursday,,,,,1,0,1
2866,4178,City,10.0,Cancelled,2016-07-14 05:22:51,,14,5,7,Thursday,,,,,1,0,1
2867,4599,City,10.0,Cancelled,2016-07-14 10:08:43,,14,10,7,Thursday,,,,,1,0,1
2868,4667,Airport,10.0,Cancelled,2016-07-14 12:23:07,,14,12,7,Thursday,,,,,1,0,1
2869,570,City,13.0,Cancelled,2016-07-11 10:36:00,,11,10,7,Monday,,,,,1,0,1
2870,1691,City,13.0,Cancelled,2016-07-12 07:54:00,,12,7,7,Tuesday,,,,,1,0,1
2871,3499,City,13.0,Cancelled,2016-07-13 17:46:24,,13,17,7,Wednesday,,,,,1,0,1
2872,4467,City,13.0,Cancelled,2016-07-14 08:42:11,,14,8,7,Thursday,,,,,1,0,1
2873,2799,City,14.0,Cancelled,2016-07-13 04:59:16,,13,4,7,Wednesday,,,,,1,0,1
2874,3822,Airport,14.0,Cancelled,2016-07-13 21:10:52,,13,21,7,Wednesday,,,,,1,0,1
2875,4456,City,14.0,Cancelled,2016-07-14 08:32:41,,14,8,7,Thursday,,,,,1,0,1
2876,4685,Airport,14.0,Cancelled,2016-07-14 13:00:39,,14,13,7,Thursday,,,,,1,0,1
2877,306,City,15.0,Cancelled,2016-07-11 07:20:00,,11,7,7,Monday,,,,,1,0,1
2878,2888,City,15.0,Cancelled,2016-07-13 05:57:46,,13,5,7,Wednesday,,,,,1,0,1
2879,92,City,16.0,Cancelled,2016-07-11 04:53:00,,11,4,7,Monday,,,,,1,0,1
2880,3138,City,16.0,Cancelled,2016-07-13 08:50:25,,13,8,7,Wednesday,,,,,1,0,1
2881,3810,City,16.0,Cancelled,2016-07-13 21:06:22,,13,21,7,Wednesday,,,,,1,0,1
2882,4580,City,16.0,Cancelled,2016-07-14 09:59:40,,14,9,7,Thursday,,,,,1,0,1
2883,5784,City,16.0,Cancelled,2016-07-15 08:34:59,,15,8,7,Friday,,,,,1,0,1
2884,1648,City,17.0,Cancelled,2016-07-12 07:20:00,,12,7,7,Tuesday,,,,,1,0,1
2885,2883,City,17.0,Cancelled,2016-07-13 05:54:41,,13,5,7,Wednesday,,,,,1,0,1
2886,4272,City,17.0,Cancelled,2016-07-14 06:23:43,,14,6,7,Thursday,,,,,1,0,1
2887,5621,City,17.0,Cancelled,2016-07-15 06:28:59,,15,6,7,Friday,,,,,1,0,1
2888,5696,City,17.0,Cancelled,2016-07-15 07:32:18,,15,7,7,Friday,,,,,1,0,1
2889,5662,City,18.0,Cancelled,2016-07-15 07:04:59,,15,7,7,Friday,,,,,1,0,1
2890,1894,Airport,19.0,Cancelled,2016-07-12 10:19:00,,12,10,7,Tuesday,,,,,1,0,1
2891,2854,City,19.0,Cancelled,2016-07-13 05:37:28,,13,5,7,Wednesday,,,,,1,0,1
2892,4968,City,19.0,Cancelled,2016-07-14 18:40:44,,14,18,7,Thursday,,,,,1,0,1
2893,352,City,20.0,Cancelled,2016-07-11 07:54:00,,11,7,7,Monday,,,,,1,0,1
2894,1841,City,20.0,Cancelled,2016-07-12 09:41:00,,12,9,7,Tuesday,,,,,1,0,1
2895,1885,City,20.0,Cancelled,2016-07-12 10:04:00,,12,10,7,Tuesday,,,,,1,0,1
2896,3170,City,20.0,Cancelled,2016-07-13 09:09:56,,13,9,7,Wednesday,,,,,1,0,1
2897,4586,City,20.0,Cancelled,2016-07-14 10:09:44,,14,10,7,Thursday,,,,,1,0,1
2898,5208,Airport,20.0,Cancelled,2016-07-14 20:55:57,,14,20,7,Thursday,,,,,1,0,1
2899,5472,City,20.0,Cancelled,2016-07-15 04:49:38,,15,4,7,Friday,,,,,1,0,1
2900,96,City,21.0,Cancelled,2016-07-11 04:58:00,,11,4,7,Monday,,,,,1,0,1
2901,132,City,21.0,Cancelled,2016-07-11 05:15:00,,11,5,7,Monday,,,,,1,0,1
2902,2899,City,21.0,Cancelled,2016-07-13 05:59:57,,13,5,7,Wednesday,,,,,1,0,1
2903,3166,City,21.0,Cancelled,2016-07-13 09:09:08,,13,9,7,Wednesday,,,,,1,0,1
2904,232,City,22.0,Cancelled,2016-07-11 06:26:00,,11,6,7,Monday,,,,,1,0,1
2905,275,City,22.0,Cancelled,2016-07-11 07:00:00,,11,7,7,Monday,,,,,1,0,1
2906,554,City,22.0,Cancelled,2016-07-11 10:13:00,,11,10,7,Monday,,,,,1,0,1
2907,4326,City,22.0,Cancelled,2016-07-14 07:08:58,,14,7,7,Thursday,,,,,1,0,1
2908,5723,City,22.0,Cancelled,2016-07-15 07:44:45,,15,7,7,Friday,,,,,1,0,1
2909,1462,Airport,23.0,Cancelled,2016-07-12 05:01:00,,12,5,7,Tuesday,,,,,1,0,1
2910,196,Airport,24.0,Cancelled,2016-07-11 06:07:00,,11,6,7,Monday,,,,,1,0,1
2911,236,City,24.0,Cancelled,2016-07-11 06:32:00,,11,6,7,Monday,,,,,1,0,1
2912,1502,City,24.0,Cancelled,2016-07-12 05:37:00,,12,5,7,Tuesday,,,,,1,0,1
2913,1615,City,24.0,Cancelled,2016-07-12 06:52:00,,12,6,7,Tuesday,,,,,1,0,1
2914,3079,City,24.0,Cancelled,2016-07-13 08:13:10,,13,8,7,Wednesday,,,,,1,0,1
2915,6249,Airport,24.0,Cancelled,2016-07-15 17:55:33,,15,17,7,Friday,,,,,1,0,1
2916,1794,City,25.0,Cancelled,2016-07-12 09:03:00,,12,9,7,Tuesday,,,,,1,0,1
2917,4546,City,25.0,Cancelled,2016-07-14 09:34:22,,14,9,7,Thursday,,,,,1,0,1
2918,2913,City,26.0,Cancelled,2016-07-13 06:15:34,,13,6,7,Wednesday,,,,,1,0,1
2919,276,City,27.0,Cancelled,2016-07-11 06:52:00,,11,6,7,Monday,,,,,1,0,1
2920,1613,City,27.0,Cancelled,2016-07-12 06:47:00,,12,6,7,Tuesday,,,,,1,0,1
2921,3150,City,27.0,Cancelled,2016-07-13 08:59:46,,13,8,7,Wednesday,,,,,1,0,1
2922,3217,City,27.0,Cancelled,2016-07-13 09:48:01,,13,9,7,Wednesday,,,,,1,0,1
2923,4523,City,27.0,Cancelled,2016-07-14 09:22:12,,14,9,7,Thursday,,,,,1,0,1
2924,4593,City,27.0,Cancelled,2016-07-14 10:09:46,,14,10,7,Thursday,,,,,1,0,1
2925,5476,Airport,27.0,Cancelled,2016-07-15 04:45:54,,15,4,7,Friday,,,,,1,0,1
2926,5477,City,27.0,Cancelled,2016-07-15 04:48:51,,15,4,7,Friday,,,,,1,0,1
2927,5846,City,27.0,Cancelled,2016-07-15 09:05:17,,15,9,7,Friday,,,,,1,0,1
2928,1539,City,28.0,Cancelled,2016-07-12 06:04:00,,12,6,7,Tuesday,,,,,1,0,1
2929,1770,City,28.0,Cancelled,2016-07-12 08:50:00,,12,8,7,Tuesday,,,,,1,0,1
2930,1921,City,28.0,Cancelled,2016-07-12 10:58:00,,12,10,7,Tuesday,,,,,1,0,1
2931,3073,City,28.0,Cancelled,2016-07-13 08:01:01,,13,8,7,Wednesday,,,,,1,0,1
2932,4795,Airport,28.0,Cancelled,2016-07-14 16:55:27,,14,16,7,Thursday,,,,,1,0,1
2933,2079,Airport,29.0,Cancelled,2016-07-12 15:43:00,,12,15,7,Tuesday,,,,,1,0,1
2934,3179,City,29.0,Cancelled,2016-07-13 09:16:05,,13,9,7,Wednesday,,,,,1,0,1
2935,5872,City,29.0,Cancelled,2016-07-15 09:20:22,,15,9,7,Friday,,,,,1,0,1
2936,218,City,30.0,Cancelled,2016-07-11 06:14:00,,11,6,7,Monday,,,,,1,0,1
2937,840,Airport,30.0,Cancelled,2016-07-11 17:41:00,,11,17,7,Monday,,,,,1,0,1
2938,1642,City,30.0,Cancelled,2016-07-12 07:17:00,,12,7,7,Tuesday,,,,,1,0,1
2939,3307,City,30.0,Cancelled,2016-07-13 12:02:50,,13,12,7,Wednesday,,,,,1,0,1
2940,1475,City,31.0,Cancelled,2016-07-12 05:12:00,,12,5,7,Tuesday,,,,,1,0,1
2941,2179,Airport,31.0,Cancelled,2016-07-12 17:36:00,,12,17,7,Tuesday,,,,,1,0,1
2942,3080,City,31.0,Cancelled,2016-07-13 08:11:13,,13,8,7,Wednesday,,,,,1,0,1
2943,3771,Airport,31.0,Cancelled,2016-07-13 20:42:07,,13,20,7,Wednesday,,,,,1,0,1
2944,5847,Airport,31.0,Cancelled,2016-07-15 09:05:38,,15,9,7,Friday,,,,,1,0,1
2945,5875,City,31.0,Cancelled,2016-07-15 09:22:33,,15,9,7,Friday,,,,,1,0,1
2946,400,City,32.0,Cancelled,2016-07-11 08:29:00,,11,8,7,Monday,,,,,1,0,1
2947,2146,Airport,32.0,Cancelled,2016-07-12 17:21:00,,12,17,7,Tuesday,,,,,1,0,1
2948,2942,City,32.0,Cancelled,2016-07-13 06:37:29,,13,6,7,Wednesday,,,,,1,0,1
2949,4418,City,32.0,Cancelled,2016-07-14 08:18:30,,14,8,7,Thursday,,,,,1,0,1
2950,2305,City,33.0,Cancelled,2016-07-12 18:56:00,,12,18,7,Tuesday,,,,,1,0,1
2951,5637,City,33.0,Cancelled,2016-07-15 06:44:12,,15,6,7,Friday,,,,,1,0,1
2952,5838,City,33.0,Cancelled,2016-07-15 09:02:38,,15,9,7,Friday,,,,,1,0,1
2953,457,City,34.0,Cancelled,2016-07-11 09:17:00,,11,9,7,Monday,,,,,1,0,1
2954,511,City,34.0,Cancelled,2016-07-11 09:40:00,,11,9,7,Monday,,,,,1,0,1
2955,4146,City,34.0,Cancelled,2016-07-14 04:52:26,,14,4,7,Thursday,,,,,1,0,1
2956,4242,City,34.0,Cancelled,2016-07-14 06:03:16,,14,6,7,Thursday,,,,,1,0,1
2957,4470,City,34.0,Cancelled,2016-07-14 08:47:12,,14,8,7,Thursday,,,,,1,0,1
2958,2530,City,35.0,Cancelled,2016-07-12 21:07:00,,12,21,7,Tuesday,,,,,1,0,1
2959,2596,City,35.0,Cancelled,2016-07-12 21:53:00,,12,21,7,Tuesday,,,,,1,0,1
2960,5754,City,35.0,Cancelled,2016-07-15 08:05:15,,15,8,7,Friday,,,,,1,0,1
2961,200,City,36.0,Cancelled,2016-07-11 06:10:00,,11,6,7,Monday,,,,,1,0,1
2962,1531,City,36.0,Cancelled,2016-07-12 05:54:00,,12,5,7,Tuesday,,,,,1,0,1
2963,5715,City,36.0,Cancelled,2016-07-15 07:42:16,,15,7,7,Friday,,,,,1,0,1
2964,3130,City,37.0,Cancelled,2016-07-13 08:43:10,,13,8,7,Wednesday,,,,,1,0,1
2965,4133,City,37.0,Cancelled,2016-07-14 04:45:57,,14,4,7,Thursday,,,,,1,0,1
2966,4419,City,37.0,Cancelled,2016-07-14 08:17:14,,14,8,7,Thursday,,,,,1,0,1
2967,4547,City,37.0,Cancelled,2016-07-14 09:39:53,,14,9,7,Thursday,,,,,1,0,1
2968,5613,City,37.0,Cancelled,2016-07-15 06:17:34,,15,6,7,Friday,,,,,1,0,1
2969,572,Airport,38.0,Cancelled,2016-07-11 10:48:00,,11,10,7,Monday,,,,,1,0,1
2970,1566,City,38.0,Cancelled,2016-07-12 06:22:00,,12,6,7,Tuesday,,,,,1,0,1
2971,2266,Airport,38.0,Cancelled,2016-07-12 18:33:00,,12,18,7,Tuesday,,,,,1,0,1
2972,4390,City,38.0,Cancelled,2016-07-14 08:01:16,,14,8,7,Thursday,,,,,1,0,1
2973,4545,City,38.0,Cancelled,2016-07-14 09:43:35,,14,9,7,Thursday,,,,,1,0,1
2974,4572,City,38.0,Cancelled,2016-07-14 09:52:32,,14,9,7,Thursday,,,,,1,0,1
2975,1649,City,39.0,Cancelled,2016-07-12 07:24:00,,12,7,7,Tuesday,,,,,1,0,1
2976,3008,City,39.0,Cancelled,2016-07-13 07:23:01,,13,7,7,Wednesday,,,,,1,0,1
2977,4480,City,39.0,Cancelled,2016-07-14 08:46:34,,14,8,7,Thursday,,,,,1,0,1
2978,5713,City,39.0,Cancelled,2016-07-15 07:43:27,,15,7,7,Friday,,,,,1,0,1
2979,5866,City,39.0,Cancelled,2016-07-15 09:19:04,,15,9,7,Friday,,,,,1,0,1
2980,5945,Airport,39.0,Cancelled,2016-07-15 10:27:59,,15,10,7,Friday,,,,,1,0,1
2981,126,City,40.0,Cancelled,2016-07-11 05:05:00,,11,5,7,Monday,,,,,1,0,1
2982,436,City,40.0,Cancelled,2016-07-11 08:55:00,,11,8,7,Monday,,,,,1,0,1
2983,1620,City,40.0,Cancelled,2016-07-12 06:55:00,,12,6,7,Tuesday,,,,,1,0,1
2984,2206,City,40.0,Cancelled,2016-07-12 17:55:00,,12,17,7,Tuesday,,,,,1,0,1
2985,3221,City,40.0,Cancelled,2016-07-13 09:55:14,,13,9,7,Wednesday,,,,,1,0,1
2986,5583,City,40.0,Cancelled,2016-07-15 05:58:15,,15,5,7,Friday,,,,,1,0,1
2987,2131,City,41.0,Cancelled,2016-07-12 17:04:00,,12,17,7,Tuesday,,,,,1,0,1
2988,401,City,43.0,Cancelled,2016-07-11 08:27:00,,11,8,7,Monday,,,,,1,0,1
2989,461,City,43.0,Cancelled,2016-07-11 09:15:00,,11,9,7,Monday,,,,,1,0,1
2990,2946,City,43.0,Cancelled,2016-07-13 06:34:48,,13,6,7,Wednesday,,,,,1,0,1
2991,289,City,44.0,Cancelled,2016-07-11 07:09:00,,11,7,7,Monday,,,,,1,0,1
2992,1303,City,44.0,Cancelled,2016-07-11 22:27:00,,11,22,7,Monday,,,,,1,0,1
2993,1817,City,44.0,Cancelled,2016-07-12 09:29:00,,12,9,7,Tuesday,,,,,1,0,1
2994,2970,City,44.0,Cancelled,2016-07-13 06:56:12,,13,6,7,Wednesday,,,,,1,0,1
2995,4519,City,44.0,Cancelled,2016-07-14 09:23:01,,14,9,7,Thursday,,,,,1,0,1
2996,5830,City,44.0,Cancelled,2016-07-15 08:55:31,,15,8,7,Friday,,,,,1,0,1
2997,5880,City,44.0,Cancelled,2016-07-15 09:38:50,,15,9,7,Friday,,,,,1,0,1
2998,1520,City,45.0,Cancelled,2016-07-12 05:42:00,,12,5,7,Tuesday,,,,,1,0,1
2999,1789,City,45.0,Cancelled,2016-07-12 09:10:00,,12,9,7,Tuesday,,,,,1,0,1
3000,2484,Airport,45.0,Cancelled,2016-07-12 20:41:00,,12,20,7,Tuesday,,,,,1,0,1
3001,4312,City,45.0,Cancelled,2016-07-14 06:49:09,,14,6,7,Thursday,,,,,1,0,1
3002,4363,City,45.0,Cancelled,2016-07-14 07:29:23,,14,7,7,Thursday,,,,,1,0,1
3003,5716,City,45.0,Cancelled,2016-07-15 07:37:00,,15,7,7,Friday,,,,,1,0,1
3004,5775,City,45.0,Cancelled,2016-07-15 08:24:01,,15,8,7,Friday,,,,,1,0,1
3005,424,City,46.0,Cancelled,2016-07-11 08:47:00,,11,8,7,Monday,,,,,1,0,1
3006,377,City,47.0,Cancelled,2016-07-11 08:11:00,,11,8,7,Monday,,,,,1,0,1
3007,454,City,47.0,Cancelled,2016-07-11 09:10:00,,11,9,7,Monday,,,,,1,0,1
3008,1603,City,47.0,Cancelled,2016-07-12 06:41:00,,12,6,7,Tuesday,,,,,1,0,1
3009,5300,Airport,47.0,Cancelled,2016-07-14 21:52:23,,14,21,7,Thursday,,,,,1,0,1
3010,6560,City,47.0,Cancelled,2016-07-15 21:05:03,,15,21,7,Friday,,,,,1,0,1
3011,2526,Airport,48.0,Cancelled,2016-07-12 21:06:00,,12,21,7,Tuesday,,,,,1,0,1
3012,2926,City,48.0,Cancelled,2016-07-13 06:27:38,,13,6,7,Wednesday,,,,,1,0,1
3013,141,City,49.0,Cancelled,2016-07-11 05:20:00,,11,5,7,Monday,,,,,1,0,1
3014,491,City,49.0,Cancelled,2016-07-11 09:29:00,,11,9,7,Monday,,,,,1,0,1
3015,1875,City,49.0,Cancelled,2016-07-12 10:02:00,,12,10,7,Tuesday,,,,,1,0,1
3016,4906,City,49.0,Cancelled,2016-07-14 18:03:24,,14,18,7,Thursday,,,,,1,0,1
3017,209,City,50.0,Cancelled,2016-07-11 06:11:00,,11,6,7,Monday,,,,,1,0,1
3018,278,City,50.0,Cancelled,2016-07-11 06:55:00,,11,6,7,Monday,,,,,1,0,1
3019,1381,City,50.0,Cancelled,2016-07-12 01:07:00,,12,1,7,Tuesday,,,,,1,0,1
3020,5473,City,50.0,Cancelled,2016-07-15 04:44:00,,15,4,7,Friday,,,,,1,0,1
